selling_price,km_driven,fuel,seller_type,transmission,owner,age
12.429220196836383,0.5045848834168964,0,0,0,3,0.32142857142857145
12.765691290604371,0.11467483795797229,0,0,0,1,0.10714285714285714
13.567050480716235,0.27522603314694105,1,0,0,1,0.14285714285714285
12.980802117227352,0.36398790820141375,1,0,0,2,0.21428571428571427
13.444448325847754,0.3669695732549232,0,0,1,1,0.14285714285714285
13.22672519452875,0.41284134330891425,1,0,0,2,0.21428571428571427
11.695255355062795,0.41284134330891425,0,0,0,2,0.4642857142857143
13.122365377402328,0.5504566534708875,1,0,0,2,0.21428571428571427
12.013706813470414,0.27522603314694105,1,0,0,2,0.25
11.461642696843066,0.22935426309294996,0,0,0,1,0.5714285714285714
13.217675375388819,0.09173895293097675,0,0,0,1,0.07142857142857142
11.51293546492023,0.5045848834168964,1,0,0,4,0.4642857142857143
11.51293546492023,0.22935426309294996,0,0,0,2,0.2857142857142857
13.122365377402328,0.4587131133629053,1,0,0,1,0.2857142857142857
13.592368256649284,0.3210978032009321,1,0,0,2,0.14285714285714285
13.641158361294979,0.3210978032009321,1,0,0,2,0.14285714285714285
13.102162710901053,0.22935426309294996,0,0,0,1,0.14285714285714285
11.736077016252437,0.3715567502603223,1,0,0,2,0.35714285714285715
12.899222326086994,0.5504566534708875,1,0,0,3,0.2857142857142857
13.815511557963774,0.016509250042431388,1,1,0,1,0.17857142857142858
13.180634172318978,0.06546360304405066,0,1,0,1,0.17857142857142858
13.641158361294979,0.22574415478970086,1,1,0,1,0.10714285714285714
12.345834587905333,0.1834824930389589,0,0,0,1,0.17857142857142858
10.596659732783579,0.1834824930389589,0,0,0,4,0.7857142857142857
11.775297421715827,0.3669695732549232,0,0,0,1,0.2857142857142857
12.206077645517674,0.3210978032009321,0,0,0,1,0.17857142857142858
11.695255355062795,0.3210978032009321,1,0,0,1,0.32142857142857145
11.225256725762893,0.26146450213074374,0,0,0,1,0.6071428571428571
12.429220196836383,0.5504566534708875,1,0,0,1,0.14285714285714285
11.51293546492023,0.13761072298496782,0,0,0,1,0.5357142857142857
12.54254845357358,0.014857866320487708,0,0,0,2,0.25
13.199326270390594,0.022931297849990137,0,0,0,1,0.17857142857142858
13.45883704259595,0.04586718287698567,0,0,0,1,0.07142857142857142
13.171155446333852,0.4587131133629053,1,0,0,1,0.17857142857142858
12.971542813248437,0.3669695732549232,1,0,0,1,0.14285714285714285
11.082157933374816,0.3210978032009321,0,0,0,1,0.6428571428571429
13.592368256649284,0.16054660801196335,1,0,0,1,0.07142857142857142
11.225256725762893,0.5229335914384928,0,0,0,2,0.4642857142857143
12.25486757159303,0.2466570947573154,0,0,0,1,0.42857142857142855
12.180759965737863,0.6422001935788696,1,0,0,2,0.2857142857142857
12.899222326086994,0.5504566534708875,1,0,0,1,0.17857142857142858
12.04355959836804,0.27522603314694105,0,0,0,1,0.2857142857142857
12.323860125621126,0.11467483795797229,0,0,0,1,0.14285714285714285
12.25486757159303,0.41284134330891425,3,0,0,1,0.21428571428571427
12.388398368982115,0.5504566534708875,0,0,0,1,0.0
12.611541086966115,0.8027513887678384,1,0,0,1,0.17857142857142858
11.502885230075814,0.4587131133629053,0,0,0,3,0.32142857142857145
13.3374763699232,0.16513378501736248,0,0,0,1,0.21428571428571427
13.122365377402328,0.13761072298496782,1,0,0,1,0.25
14.751604309291395,0.1834824930389589,0,0,1,2,0.35714285714285715
12.468440756144114,0.3210978032009321,0,0,0,2,0.25
13.217675375388819,0.27522603314694105,0,0,0,1,0.10714285714285714
